query,view,goal_blind_mbu,forward_match_mbu,base_mbu,text_mbu,vcdesign_ced_mbu,ced_minus_base,ced_minus_text,base_hvhit_10,base_hvhit_20,base_hvhit_50,text_hvhit_10,text_hvhit_20,text_hvhit_50,vcdesign_ced_hvhit_10,vcdesign_ced_hvhit_20,vcdesign_ced_hvhit_50,owning_section
COX8A,0,-0.7439166401478149,0.1714900738186125,-0.06631485064965907,0.11257894334571256,0.061394273343215684,0.12770912399287476,-0.05118467000249687,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,sec:heldout
PACS2,0,0.40775705496858944,0.06504789228986098,0.4279240013182252,0.30140570718211407,0.3714352672362771,-0.0564887340819481,0.07002956005416305,5.0,9.0,11.0,2.0,5.0,7.0,3.0,7.0,12.0,sec:heldout
HIRIP3,0,0.04657997458515556,-0.0006874112484245848,0.11828729426455505,0.03182429493478884,0.10312931191574141,-0.015157982348813631,0.07130501698095257,1.0,2.0,7.0,0.0,2.0,6.0,1.0,3.0,4.0,sec:heldout
TCF15,0,-0.23966607756036296,0.10595721574583822,-0.05811988248866783,-0.19488027424063362,-0.07183469003520401,-0.01371480754653618,0.1230455842054296,0.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,2.0,sec:heldout
TAB2,0,-0.1321456210893658,0.08452025653042759,0.1777396214986501,-0.01948455669711807,0.2310799943023698,0.0533403728037197,0.2505645509994879,2.0,2.0,4.0,1.0,2.0,3.0,3.0,5.0,7.0,sec:heldout
SMTN,0,0.198861160513183,0.039440921406675905,0.31908438181684046,0.09367121436421864,0.240892127239729,-0.07819225457711146,0.14722091287551037,3.0,3.0,5.0,0.0,4.0,7.0,3.0,3.0,6.0,sec:heldout
THOP1,0,-0.0667870914494028,-0.010735660064954924,-0.27666918055093476,-0.19393945604563467,-0.16708220646060581,0.10958697409032894,0.02685724958502886,0.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,sec:heldout
RAB28,0,0.3546920813957995,0.026664940711539842,0.23052004253980604,0.33142129110214497,0.1665940875331072,-0.06392595500669884,-0.16482720356903777,4.0,5.0,6.0,2.0,4.0,7.0,2.0,4.0,5.0,sec:heldout
COMTD1,0,-0.14844977351539926,0.07429979257823825,-0.0011175716146911892,-0.05283259405081794,0.02631036493606324,0.027427936550754428,0.07914295898688117,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,sec:heldout
SYNCRIP,0,0.424806231619791,0.4381917774413946,0.6394629671316174,0.5889903629968746,0.6434335178317669,0.003970550700149511,0.05444315483489237,10.0,16.0,22.0,9.0,14.0,20.0,9.0,18.0,27.0,sec:heldout
POP4,0,0.2869993889869714,0.7204501860138924,0.6520285335388943,0.6107178348904464,0.7342050893372578,0.08217655579836347,0.12348725444681141,9.0,16.0,17.0,9.0,14.0,15.0,10.0,18.0,25.0,sec:heldout
TPI1,0,0.31329569247538863,0.3344300229185264,0.47112469376749844,0.502176651375733,0.558539780567019,0.08741508679952059,0.056363129191286054,4.0,7.0,10.0,4.0,5.0,7.0,5.0,10.0,22.0,sec:heldout
HNRNPDL,0,0.22688102478526695,0.24046523674238804,0.4218059219901978,0.4656330752147029,0.45284991056952323,0.031043988579325443,-0.012783164645179645,7.0,12.0,16.0,8.0,11.0,15.0,7.0,12.0,17.0,sec:heldout
NELFA,0,0.1683499153144341,0.13379406143228606,0.4501639171140261,0.3145539303362019,0.43387443354420435,-0.01628948356982174,0.11932050320800247,5.0,9.0,16.0,5.0,7.0,10.0,4.0,9.0,15.0,sec:heldout
VPS29,0,0.2981774527362357,0.07304245006109848,0.457642431282499,0.5265985911585265,0.4754914092240421,0.01784897794154311,-0.05110718193448438,6.0,8.0,12.0,6.0,10.0,13.0,5.0,10.0,16.0,sec:heldout
ZNF780A,0,-0.10921163045045001,0.04138928767053566,-0.009333281016841367,0.10800983621030785,0.0561166081120035,0.06544988912884486,-0.05189322809830435,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,sec:heldout
BUD23,0,0.21125232771112498,0.682661645744543,0.6690405953329317,0.6248984727276811,0.7371275209505036,0.0680869256175719,0.11222904822282254,10.0,15.0,16.0,9.0,13.0,14.0,10.0,18.0,22.0,sec:heldout
MICB,0,-0.569679155065704,0.0446170685706083,0.05240067270218381,-0.061848575893462515,0.03601349538684481,-0.016387177315339,0.09786207128030733,2.0,3.0,4.0,0.0,2.0,2.0,2.0,4.0,7.0,sec:heldout
SH3GLB2,0,0.37501659625597455,0.3489564211146301,0.3782390806694998,0.47381482752297277,0.485615779791075,0.10737669912157521,0.011800952268102238,4.0,5.0,6.0,4.0,9.0,12.0,6.0,8.0,11.0,sec:heldout
SPECC1,0,-0.24329361838965383,-0.00641715843829917,0.1296308848967766,-0.03798861644244792,0.07228262624002371,-0.05734825865675289,0.11027124268247163,2.0,2.0,6.0,1.0,1.0,3.0,0.0,2.0,5.0,sec:heldout
ADSL,0,0.24173180091459454,0.08755622904734621,0.5235348528715805,0.5982851138406912,0.5842767425427661,0.060741889671185545,-0.014008371297925093,6.0,8.0,16.0,7.0,10.0,13.0,5.0,9.0,17.0,sec:heldout
PHF20,0,0.3269106181031165,0.08145559287850344,0.3451968038552596,0.3220902792853534,0.36339252052503473,0.018195716669775153,0.04130224123968135,3.0,7.0,13.0,3.0,9.0,15.0,3.0,8.0,12.0,sec:heldout
LIN37,0,0.4012129387767886,0.14845089348750137,0.31217184554159655,0.34044152538875916,0.38023744941350746,0.0680656038719109,0.0397959240247483,5.0,10.0,12.0,6.0,10.0,14.0,6.0,8.0,15.0,sec:heldout
SNAPC1,0,0.36379343681203374,0.28077810544930576,0.4810505186226222,0.5173921908128819,0.49812592020138086,0.017075401578758642,-0.019266270611501046,7.0,9.0,11.0,7.0,13.0,16.0,6.0,7.0,16.0,sec:heldout
EIF2B3,0,0.2944143706687427,0.40930146070095247,0.504004647465114,0.5575354152233393,0.5426431413602653,0.03863849389515128,-0.014892273863074013,5.0,9.0,13.0,6.0,8.0,12.0,5.0,10.0,20.0,sec:heldout
MLLT6,0,-0.18619385645092276,0.10310090787735417,0.19546951088942288,0.1271315495124505,0.2683048267004343,0.07283531581101144,0.1411732771879838,2.0,3.0,6.0,2.0,2.0,3.0,2.0,2.0,5.0,sec:heldout
PTP4A1,0,0.034718446745002456,0.04547906998345538,0.3196404906775319,0.20391704860653667,0.38129504480800797,0.06165455413047605,0.1773779962014713,4.0,6.0,7.0,2.0,5.0,6.0,3.0,5.0,9.0,sec:heldout
HHEX,0,0.3289044710267825,0.025478128353685143,0.298483410273714,0.3001622417101583,0.39360479140646204,0.09512138113274804,0.09344254969630372,4.0,6.0,7.0,4.0,8.0,10.0,5.0,8.0,17.0,sec:heldout
EIF4H,0,0.28242241400658075,0.04548462690832087,0.20315239095798607,0.20763045230534707,0.15348668217032946,-0.04966570878765661,-0.054143770135017616,2.0,4.0,6.0,1.0,2.0,5.0,2.0,3.0,6.0,sec:heldout
TTPAL,0,0.19818675807007313,-0.02306633855501541,0.24159540997780005,0.24638525623664462,0.08253107532710097,-0.15906433465069908,-0.16385418090954365,1.0,2.0,6.0,2.0,3.0,6.0,1.0,1.0,3.0,sec:heldout
IREB2,0,0.08746446041656684,-0.0687646788017958,0.134673284531053,0.1618611134925532,0.02574041569364237,-0.10893286883741064,-0.13612069779891084,1.0,2.0,4.0,2.0,3.0,6.0,2.0,2.0,5.0,sec:heldout
NEIL2,0,0.17388699069363422,-0.024927922216755046,0.011748396213692126,0.06033148465511179,0.02237931226974618,0.010630916056054053,-0.03795217238536561,0.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,sec:heldout
SEH1L,0,0.2600910460070414,0.1053257144475349,0.4051299602679344,0.49837646615644476,0.4185398011619419,0.013409840894007485,-0.07983666499450287,2.0,5.0,10.0,3.0,7.0,11.0,2.0,6.0,12.0,sec:heldout
CNOT1,0,0.22526414252892477,0.20039990596282073,0.5823332418360382,0.4861619489902911,0.655868780336295,0.07353553850025685,0.16970683134600395,8.0,12.0,15.0,6.0,10.0,13.0,8.0,15.0,20.0,sec:heldout
FOXI3,0,0.3721910090011448,0.05166129177294198,0.47331104886750097,0.3941595073152974,0.42294932102789945,-0.05036172783960152,0.02878981371260203,6.0,8.0,11.0,6.0,8.0,10.0,6.0,8.0,14.0,sec:heldout
VARS2,0,0.1966522346540115,0.5906728648012756,0.6819669155317442,0.6426988700379734,0.7086263801641793,0.02665946463243518,0.0659275101262059,9.0,11.0,17.0,8.0,12.0,15.0,9.0,12.0,19.0,sec:heldout
NDUFC2,0,-0.4611100062565696,-0.04716861560218557,0.07038142919986025,-0.07427671344952465,0.02864762815474926,-0.041733801045110985,0.10292434160427391,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,sec:heldout
CACUL1,0,0.15011687240906266,0.02600537279405536,0.28179349678160764,0.05549941010859757,-0.029172307103822345,-0.31096580388543,-0.08467171721241991,2.0,4.0,7.0,0.0,0.0,3.0,0.0,0.0,2.0,sec:heldout
THOC6,0,0.3976166571861172,-0.1015013332597088,0.3253670171617808,0.28450297473704866,0.2813372404416581,-0.044029776720122704,-0.0031657342953905765,5.0,6.0,7.0,1.0,5.0,10.0,3.0,5.0,10.0,sec:heldout
TTI2,0,0.2723497090516,0.09843062553753172,0.4130474374674458,0.49067055199310383,0.4288168053726881,0.015769367905242304,-0.061853746620415706,8.0,11.0,18.0,7.0,14.0,19.0,8.0,12.0,14.0,sec:heldout
SRRM1,0,0.3128512525544564,0.34037888575169273,0.4970212006557088,0.42895127189664567,0.5529332568912549,0.055912056235546126,0.12398198499460927,3.0,6.0,11.0,4.0,4.0,9.0,5.0,7.0,11.0,sec:heldout
IMPDH2,0,0.30470501665882593,0.5466473947318142,0.6148261877124269,0.5863832727447483,0.6411846421692317,0.026358454456804736,0.054801369424483326,9.0,13.0,18.0,7.0,13.0,18.0,9.0,13.0,20.0,sec:heldout
ROMO1,0,0.2542267192207774,0.4187560735442093,0.5780984011611768,0.6680029631260916,0.6138534264882328,0.03575502532705599,-0.05414953663785882,6.0,11.0,15.0,8.0,12.0,15.0,6.0,12.0,19.0,sec:heldout
METTL14,0,0.31982973312796986,-0.05392840358818113,0.4317831696228011,0.4399057425136796,0.4179418195458622,-0.01384135007693893,-0.021963922967817406,4.0,8.0,12.0,6.0,10.0,14.0,4.0,8.0,11.0,sec:heldout
MDN1,0,0.49021802760158345,0.5161721485526911,0.5549473803584842,0.5596519100937997,0.5875978785877626,0.032650498229278346,0.027945968493962914,9.0,15.0,18.0,9.0,14.0,16.0,9.0,15.0,23.0,sec:heldout
PEF1,0,-0.21964105283127652,-0.04499636102935898,0.08006525600209448,-0.1633095359611142,-0.03365615540887931,-0.11372141141097379,0.12965338055223488,1.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,sec:heldout
LANCL1,0,-0.0025170134526505314,0.029639022082347463,-0.05163024238293452,-0.14677535965134672,-0.08618560578588258,-0.03455536340294806,0.06058975386546414,0.0,1.0,3.0,0.0,2.0,3.0,0.0,2.0,2.0,sec:heldout
RRM1,0,0.22353985292804693,0.49919577690878714,0.6125994054987206,0.5620477495077333,0.6444946668372838,0.03189526133856324,0.08244691732955056,8.0,12.0,19.0,8.0,14.0,19.0,8.0,11.0,16.0,sec:heldout
TSR2,0,0.27802126175255854,0.7352894169805508,0.6887241324296164,0.6256683221978138,0.7419789661350786,0.053254833705462246,0.11631064393726487,10.0,19.0,20.0,10.0,16.0,17.0,10.0,19.0,27.0,sec:heldout
CCDC167,0,0.3750996695860998,-0.1804809092337568,0.03511965821792872,-0.029785611320254892,-0.1193008041639962,-0.15442046238192492,-0.0895151928437413,1.0,4.0,4.0,0.0,1.0,3.0,0.0,0.0,1.0,sec:heldout
COX7C,0,0.1720352809782598,0.4026434939284061,0.6692438007363369,0.6209169868575651,0.6557249070546468,-0.013518893681690125,0.034807920197081677,9.0,12.0,20.0,8.0,13.0,18.0,8.0,12.0,19.0,sec:heldout
CMPK2,0,0.018673722098316605,0.09310250521477777,0.288387226615558,0.3648006261160974,0.3725945576744038,0.08420733105884581,0.007793931558306377,5.0,6.0,7.0,4.0,5.0,8.0,5.0,7.0,12.0,sec:heldout
STAT5B,0,0.1628641306231707,0.17150430968071664,0.45575916055005167,0.5681974343918451,0.48641229802609315,0.03065313747604148,-0.08178513636575196,5.0,11.0,14.0,9.0,14.0,19.0,6.0,11.0,16.0,sec:heldout
CLK2,0,0.13027650697499507,-0.014373831578440457,0.2544596871198936,0.3112532352831761,0.14793536021511633,-0.10652432690477726,-0.16331787506805978,2.0,5.0,7.0,2.0,2.0,4.0,2.0,2.0,4.0,sec:heldout
PIP4K2C,0,0.201004244251103,0.5857857183106261,0.5477772017294783,0.6022473655993569,0.6456609486459107,0.09788374691643242,0.04341358304655385,9.0,14.0,19.0,7.0,14.0,19.0,10.0,15.0,21.0,sec:heldout
RPL10A,0,0.3908082056739137,0.48561677481862575,0.6161151249668585,0.566365276004673,0.6516704933190086,0.03555536835215012,0.0853052173143356,10.0,16.0,20.0,9.0,16.0,17.0,10.0,16.0,26.0,sec:heldout
SAFB2,0,0.4135523661244804,0.12579068667207075,0.4047453074446185,0.42919678398398764,0.4091649559482209,0.00441964850360238,-0.020031828035766752,5.0,7.0,9.0,6.0,8.0,10.0,5.0,8.0,14.0,sec:heldout
SERPINB9,0,0.022081484317846147,0.09169317922124992,0.17057506808361877,0.06742663597000446,0.10341573949258648,-0.0671593285910323,0.035989103522582014,2.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,sec:heldout
ZNF557,0,0.1837561419186051,0.06068189939577704,0.0047351439159554615,0.016277827598605424,0.06958813392830275,0.06485299001234729,0.05331030632969733,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,sec:heldout
USP3,0,0.39703519675236265,0.06495409006554836,0.13415954282594217,0.2583025670012131,0.22812307113395472,0.09396352830801255,-0.030179495867258405,2.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,sec:heldout
KHSRP,0,0.17149880774276316,0.35105557970988643,0.5627752739900921,0.5094730950831149,0.5821188241942404,0.019343550204148352,0.07264572911112555,6.0,8.0,12.0,7.0,8.0,11.0,6.0,8.0,13.0,sec:heldout
FTH1,0,-0.536930833476057,0.06145328144766113,0.12448919523261497,-0.025845570267032898,0.12703409713659602,0.002544901903981059,0.15287966740362893,1.0,2.0,5.0,0.0,1.0,4.0,1.0,1.0,4.0,sec:heldout
TSEN15,0,0.2517943350250183,0.5085681904384715,0.5711953023575127,0.6132237855206593,0.6129684527861256,0.04177315042861285,-0.00025533273453370864,6.0,13.0,17.0,8.0,14.0,16.0,7.0,12.0,22.0,sec:heldout
CHKB,0,0.2833635214589287,0.26648945320730166,0.586819602640474,0.6030983161034119,0.577120812895743,-0.009698789744730929,-0.025977503207668895,6.0,10.0,11.0,6.0,8.0,10.0,6.0,8.0,13.0,sec:heldout
HIRA,0,0.26800483470217534,0.06766065816383011,0.5028643456090156,0.4879931894367507,0.5384504059187458,0.035586060309730216,0.05045721648199514,6.0,12.0,18.0,7.0,12.0,14.0,6.0,14.0,20.0,sec:heldout
NME1-NME2,0,-0.09144097642163285,0.029186979392926613,0.23171164422700663,0.1632641867615444,0.38896875578944473,0.1572571115624381,0.22570456902790034,4.0,7.0,12.0,1.0,4.0,6.0,6.0,9.0,12.0,sec:heldout
ANKRD17,0,0.2521165538527687,0.02181879890096723,0.35847828285534783,0.4204069406938881,0.38844873773119365,0.02997045487584582,-0.03195820296269447,3.0,6.0,7.0,6.0,9.0,10.0,5.0,7.0,12.0,sec:heldout
BRD2,0,0.20543866586481196,0.3336868127232256,0.40687566972817873,0.46532837060896787,0.4602836061800837,0.05340793645190495,-0.005044764428884185,4.0,6.0,9.0,4.0,8.0,12.0,4.0,8.0,9.0,sec:heldout
MAD2L1,0,0.33876795234006246,0.08326042562527894,0.55373851550269,0.5959454921250186,0.5861822137990012,0.03244369829631111,-0.009763278326017422,7.0,9.0,11.0,6.0,9.0,11.0,7.0,10.0,22.0,sec:heldout
CDV3,0,-0.4605222329427752,0.08509302503208344,-0.7706300224858486,-0.5414086725943336,-0.7365657813593294,0.03406424112651918,-0.1951571087649958,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,1.0,sec:heldout
MCMBP,0,0.2914180339362482,-0.08201755203013945,0.4134825085508744,0.4192389353417265,0.4977411118321197,0.08425860328124535,0.0785021764903932,5.0,9.0,11.0,6.0,9.0,12.0,7.0,11.0,18.0,sec:heldout
ACTR8,0,0.1464647658601016,0.48172022836639156,0.32819660418175284,0.19339665386615265,0.6592883992737318,0.331091795091979,0.46589174540757916,7.0,11.0,13.0,4.0,6.0,7.0,8.0,11.0,16.0,sec:heldout
IPO11,0,-0.32001147411881786,0.10682566292252367,0.009032925283201284,0.15521642644570194,-0.025777192419268024,-0.034810117702469306,-0.18099361886496995,0.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,4.0,sec:heldout
NUP133,0,0.2916476076708577,0.13317576440066622,0.4290704688063369,0.5052228906356261,0.4789998868965661,0.04992941809022916,-0.026223003739060002,4.0,8.0,10.0,7.0,8.0,12.0,5.0,8.0,12.0,sec:heldout
RBM12,0,0.13457980182792303,0.3480562269878904,0.48284540346085575,0.5694189648778474,0.5764102263436984,0.09356482288284268,0.006991261465851051,8.0,12.0,21.0,7.0,13.0,20.0,9.0,13.0,19.0,sec:heldout
OXCT1,0,0.35981874746370845,0.13371557177927848,0.3519191902071417,0.4790413251954085,0.40634882119193566,0.054429630984793975,-0.07269250400347282,5.0,7.0,9.0,6.0,7.0,9.0,5.0,6.0,14.0,sec:heldout
CD2BP2,0,-0.4534602135871886,0.08750711609054351,0.007317431408885866,0.126808960490951,0.14148569126282404,0.13416825985393818,0.014676730771873037,1.0,1.0,4.0,2.0,2.0,4.0,3.0,4.0,7.0,sec:heldout
TCERG1,0,0.4317377893700634,0.025283484095314432,0.49719272302685497,0.5942669129670082,0.49884626053622294,0.001653537509367975,-0.09542065243078524,6.0,10.0,14.0,6.0,10.0,13.0,5.0,9.0,15.0,sec:heldout
RIPK2,0,0.1075175177529643,-0.028367952216206815,0.07502896896730332,-0.03325007835581769,-0.11003647849157387,-0.1850654474588772,-0.07678640013575619,2.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,sec:heldout
DHX36,0,0.4172352171438878,0.2611325653360218,0.38670514866126365,0.42829963862207093,0.4805770784218786,0.09387192976061492,0.052277439799807646,5.0,7.0,8.0,4.0,6.0,7.0,6.0,8.0,11.0,sec:heldout
TMEM14A,0,-0.3882178109393113,0.007679874965363022,0.0586923997635046,0.02085631787527203,0.0753611364819123,0.016668736718407698,0.05450481860664026,0.0,0.0,0.0,2.0,3.0,5.0,1.0,1.0,2.0,sec:heldout
RBM42,0,0.12404211885700218,0.3731994545748172,0.4031470060154995,0.4397253220223307,0.5146084791620837,0.11146147314658422,0.07488315713975302,3.0,5.0,11.0,4.0,6.0,12.0,6.0,8.0,12.0,sec:heldout
MAFK,0,0.29897845394042777,0.030597409649526397,0.41010108596300315,0.3784233659474874,0.36279050222561704,-0.047310583737386114,-0.015632863721870338,5.0,10.0,15.0,4.0,8.0,14.0,5.0,9.0,18.0,sec:heldout
TIPIN,0,0.17445109804794642,0.5996374619841385,0.6598027958949276,0.6705014100001274,0.7108399350760033,0.051037139181075664,0.040338525075875875,8.0,11.0,19.0,8.0,12.0,17.0,8.0,13.0,19.0,sec:heldout
NFKBIA,0,-0.15718154695144892,0.012431065930209836,0.183153485809311,0.09429782723580665,0.02040760267605223,-0.16274588313325877,-0.07389022455975443,0.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,sec:heldout
CTU1,0,0.35835463359753755,0.22944025568705442,0.531254204330503,0.5642338546372941,0.538800091799267,0.0075458874687640565,-0.02543376283802712,4.0,8.0,9.0,7.0,8.0,9.0,4.0,7.0,14.0,sec:heldout
MORC2,0,-0.3748483711915053,0.07601436391795312,-0.1864763099302985,0.01749834785579586,-0.1287843077045642,0.05769200222573431,-0.14628265556036005,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,sec:heldout
SS18L2,0,0.17702829571715376,0.46824166393876515,0.6178557517565461,0.5894802784940868,0.6062383843239735,-0.011617367432572578,0.016758105829886683,8.0,12.0,17.0,8.0,11.0,16.0,8.0,12.0,18.0,sec:heldout
POLR2C,0,0.406037228043483,0.32468350256297596,0.4461306204502968,0.43382791724474995,0.49685581652342936,0.050725196073132583,0.06302789927867941,4.0,7.0,9.0,5.0,7.0,9.0,5.0,8.0,11.0,sec:heldout
ADAL,0,0.27552919339903775,-0.0768257862208726,0.28537591484758246,0.3483926655709615,0.14068811575632548,-0.14468779909125698,-0.207704549814636,3.0,6.0,10.0,3.0,6.0,11.0,2.0,3.0,5.0,sec:heldout
GPS2,0,-0.6193116597488462,0.10461565998397131,0.1546927581847394,0.08790408528965689,0.06464001989957584,-0.09005273828516357,-0.02326406539008105,1.0,2.0,6.0,0.0,1.0,5.0,0.0,1.0,5.0,sec:heldout
LSM3,0,0.3592320014559902,0.24208761855526997,0.4606215395966627,0.3442886007173922,0.49443537549921457,0.03381383590255188,0.15014677478182237,5.0,5.0,9.0,4.0,6.0,9.0,5.0,6.0,12.0,sec:heldout
KAT7,0,-0.08860106571696469,0.25730034947687014,0.4262351801642277,0.3973820542310483,0.42116650202826916,-0.005068678135958515,0.023784447797220887,6.0,8.0,17.0,7.0,12.0,19.0,6.0,11.0,15.0,sec:heldout
ARPC1B,0,0.17522263592354817,0.4291137929300155,0.6505034318429236,0.6362208781858333,0.6641706983641978,0.013667266521274257,0.02794982017836456,8.0,13.0,19.0,8.0,15.0,18.0,9.0,14.0,18.0,sec:heldout
DHPS,0,-0.12766756164947146,-0.070148531598804,-0.1486320198088714,-0.16654327797499582,-0.12047892292351144,0.028153096885359954,0.04606435505148439,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,sec:heldout
TRMT10C,0,0.23269367811822442,0.5455532370059263,0.6665151923854885,0.6490643374927935,0.7004453350796721,0.033930142694183596,0.05138099758687864,8.0,14.0,20.0,8.0,15.0,19.0,8.0,14.0,23.0,sec:heldout
RPS21,0,0.10222872233256976,0.7303496045021108,0.6458995407033684,0.6228277724136929,0.7379975936944728,0.0920980529911044,0.1151698212807799,9.0,14.0,17.0,9.0,14.0,15.0,10.0,17.0,24.0,sec:heldout
MED29,0,0.3040112168531239,0.1232976427871616,0.31801229712354956,0.4155776281010642,0.3891723275572982,0.07116003043374863,-0.026405300543765997,3.0,4.0,7.0,6.0,7.0,10.0,4.0,6.0,9.0,sec:heldout
PPRC1,0,0.13342142268412516,0.2350091714108562,0.6070891587295012,0.5166182247185573,0.6644781014027982,0.05738894267329697,0.14785987668424083,8.0,14.0,16.0,7.0,11.0,12.0,9.0,15.0,20.0,sec:heldout
VDAC1,0,0.18682519399961325,-0.02718035240920376,0.5337497436734752,0.4276711890266589,0.4763003157164658,-0.05744942795700936,0.0486291266898069,7.0,9.0,14.0,4.0,7.0,10.0,6.0,7.0,9.0,sec:heldout
NOP10,0,0.22443881337158567,0.7272718457317556,0.6691377503039709,0.6496961417504733,0.7488484626012942,0.0797107122973233,0.09915232085082093,9.0,15.0,17.0,9.0,15.0,16.0,10.0,17.0,25.0,sec:heldout
ASCC3,0,0.3041734376946001,0.2588147475815727,0.49075685364965443,0.5362912590746977,0.5391174983874433,0.04836064473778884,0.0028262393127456154,4.0,8.0,14.0,6.0,10.0,14.0,5.0,9.0,20.0,sec:heldout
GAB2,0,0.31314555996751675,0.2848020801073364,0.4426819996719946,0.569428217844487,0.535576461773093,0.09289446210109842,-0.03385175607139401,7.0,11.0,15.0,8.0,14.0,19.0,7.0,13.0,18.0,sec:heldout
ZC3H11A,0,0.3748879482864826,0.0096015305737953,0.035472877640125834,0.020566341002966518,0.18260008808947648,0.14712721044935065,0.16203374708650997,1.0,2.0,4.0,2.0,2.0,6.0,1.0,2.0,5.0,sec:heldout
ZNF140,0,0.2923200564264958,0.05727712424751397,0.41873682472214474,0.16691391323295013,0.38731791817946243,-0.03141890654268231,0.2204040049465123,3.0,4.0,5.0,0.0,1.0,2.0,3.0,3.0,6.0,sec:heldout
KRR1,0,0.2122385841231066,0.7069489500989947,0.6398087501969786,0.5995145788187913,0.7232978794453201,0.08348912924834151,0.12378330062652876,10.0,16.0,17.0,10.0,14.0,15.0,10.0,18.0,25.0,sec:heldout
RUVBL1,0,0.3501014501371123,0.2833180634997389,0.51784467971401,0.528651051997851,0.5238593860255852,0.006014706311575191,-0.004791665972265768,6.0,8.0,11.0,7.0,10.0,13.0,7.0,8.0,14.0,sec:heldout
RPE,0,-0.5352544072513474,0.0796600592048624,-0.4827535960972192,-0.45178958820353454,-0.28998047052162906,0.19277312557559012,0.16180911768190548,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,sec:heldout
ESYT1,0,0.1365419563966963,0.06481559598830706,0.5058300379258207,0.21929961938100137,0.5486547812108392,0.04282474328501851,0.3293551618298378,8.0,12.0,15.0,3.0,5.0,8.0,9.0,10.0,17.0,sec:heldout
NUDCD1,0,-0.25316457530687725,0.14878867585222905,0.1975096750016253,0.16365199611471087,0.22459030036361452,0.027080625361989213,0.060938304248903646,1.0,1.0,4.0,2.0,3.0,5.0,1.0,2.0,4.0,sec:heldout
RPL34,0,0.36891871986984426,0.5293580784692219,0.5964996444427224,0.5543953209291798,0.6680760708924893,0.07157642644976692,0.11368074996330957,10.0,16.0,19.0,9.0,14.0,15.0,10.0,17.0,27.0,sec:heldout
EIF2S3,0,0.34991276549888534,0.4639268283231557,0.49208581594577944,0.5801499239175075,0.5459024465220809,0.05381663057630143,-0.03424747739542666,6.0,9.0,13.0,7.0,9.0,13.0,6.0,11.0,18.0,sec:heldout
UBIAD1,0,-0.551508376919713,-0.010433498112323067,-0.07890584213354336,-0.28274839022712583,0.06670703765400986,0.14561287978755322,0.3494554278811357,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0,sec:heldout
ARHGEF10,0,-0.12511181262533158,0.033544779438417056,-0.20596607455578467,-0.4537839246265996,-0.2192153872818754,-0.013249312726090728,0.23456853734472422,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,sec:heldout
CLTA,0,-0.4274715977225631,0.09425629095771267,-0.036718275957897666,-0.06872467577168319,0.03016058723445932,0.06687886319235699,0.0988852630061425,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,sec:heldout
HDAC3,0,0.11980566315583924,0.04269728535959411,0.35922834164874384,0.5340412190305704,0.42453627200813765,0.0653079303593938,-0.1095049470224328,0.0,4.0,7.0,3.0,6.0,11.0,1.0,3.0,12.0,sec:heldout
HSF4,0,0.19326277570878636,-0.018372144636174773,0.45731929120797576,0.3935681991885316,0.38904040876882023,-0.06827888243915553,-0.004527790419711353,6.0,8.0,21.0,6.0,11.0,15.0,5.0,10.0,17.0,sec:heldout
CPSF3,0,0.31636129696636156,0.18405963733207006,0.5906807825453289,0.5689732838181545,0.5726792455745481,-0.018001536970780774,0.0037059617563935943,8.0,12.0,15.0,8.0,11.0,12.0,8.0,12.0,17.0,sec:heldout
TYK2,0,0.38637318345518884,0.16450763386872713,0.350909813673445,0.5034121852308534,0.397402972718105,0.046493159044660004,-0.10600921251274842,3.0,5.0,10.0,6.0,7.0,9.0,2.0,7.0,11.0,sec:heldout
TRIR,0,-0.47124789073348605,0.018749341668050867,-0.3355448649927916,-0.5887942394609748,-0.237607145253117,0.09793771973967463,0.35118709420785776,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,sec:heldout
